timestamp,value
1498388820.0,1.5263158083
1498388880.0,1.5263158083
1498388940.0,1.35000002384
1498389000.0,1.5
1498389060.0,1.54999995232
1498389120.0,1.75
1498389180.0,1.60000002384
1498389240.0,1.5
1498389300.0,1.29999995232
1498389360.0,1.54999995232
1498389420.0,1.39999997616
1498389480.0,1.5
1498389540.0,1.54999995232
1498389600.0,1.54999995232
1498389660.0,1.70000004768
1498389720.0,1.70000004768
1498389780.0,1.45000004768
1498389840.0,1.60000002384
1498389900.0,1.64999997616
1498389960.0,1.60000002384
1498390020.0,1.60000002384
1498390080.0,1.60000002384
1498390140.0,1.39999997616
1498390200.0,1.64999997616
1498390260.0,1.54999995232
1498390320.0,1.54999995232
1498390380.0,1.39999997616
1498390440.0,1.64999997616
1498390500.0,1.54999995232
1498390560.0,1.45000004768
1498390620.0,1.54999995232
1498390680.0,1.54999995232
1498390740.0,1.54999995232
1498390800.0,1.75
1498390860.0,1.35000002384
1498390920.0,1.83333337307
1498390980.0,1.6842105388600002
1498391040.0,1.4736841917
1498391100.0,1.54999995232
1498391160.0,1.5
1498391220.0,1.39999997616
1498391280.0,1.39999997616
1498391340.0,1.5
1498391400.0,1.35000002384
1498391460.0,1.39999997616
1498391520.0,1.45000004768
1498391580.0,1.45000004768
1498391640.0,1.60000002384
1498391700.0,1.45000004768
1498391760.0,1.29999995232
1498391820.0,1.54999995232
1498391880.0,1.54999995232
1498391940.0,1.5
1498392000.0,1.39999997616
1498392060.0,1.45000004768
1498392120.0,1.39999997616
1498392180.0,1.29999995232
1498392240.0,1.5
1498392300.0,1.45000004768
1498392360.0,1.29999995232
1498392420.0,1.5
1498392480.0,1.25
1498392540.0,1.25
1498392600.0,1.54999995232
1498392660.0,1.54999995232
1498392720.0,1.45000004768
1498392780.0,1.45000004768
1498392840.0,1.20000004768
1498392900.0,1.35000002384
1498392960.0,1.5
1498393020.0,1.35000002384
1498393080.0,1.20000004768
1498393140.0,1.35000002384
1498393200.0,1.45000004768
1498393260.0,1.29999995232
1498393320.0,1.35000002384
1498393380.0,1.5
1498393440.0,1.29999995232
1498393500.0,1.45000004768
1498393560.0,1.45000004768
1498393620.0,1.20000004768
1498393680.0,1.39999997616
1498393740.0,1.25
1498393800.0,1.45000004768
1498393860.0,1.39999997616
1498393920.0,1.29999995232
1498393980.0,1.29999995232
1498394040.0,1.14999997616
1498394100.0,1.25
1498394160.0,1.04999995232
1498394220.0,1.20000004768
1498394280.0,1.14999997616
1498394340.0,1.25
1498394400.0,1.25
1498394460.0,1.20000004768
1498394520.0,1.14999997616
1498394580.0,1.25
1498394640.0,1.25
1498394700.0,1.10000002384
1498394760.0,1.20000004768
1498394820.0,1.29999995232
1498394880.0,1.39999997616
1498394940.0,1.25
1498395000.0,1.25
1498395060.0,1.14999997616
1498395120.0,1.10000002384
1498395180.0,1.25
1498395240.0,1.25
1498395300.0,1.5
1498395360.0,1.14999997616
1498395420.0,1.20000004768
1498395480.0,1.14999997616
1498395540.0,1.20000004768
1498395600.0,1.25
1498395660.0,1.29999995232
1498395720.0,1.39999997616
1498395780.0,1.29999995232
1498395840.0,1.10000002384
1498395900.0,1.04999995232
1498395960.0,1.14999997616
1498396020.0,1.29999995232
1498396080.0,1.29999995232
1498396140.0,1.20000004768
1498396200.0,1.10000002384
1498396260.0,1.10000002384
1498396320.0,1.04999995232
1498396380.0,1.29999995232
1498396440.0,1.45000004768
1498396500.0,1.25
1498396560.0,1.20000004768
1498396620.0,1.25
1498396680.0,1.04999995232
1498396740.0,1.10000002384
1498396800.0,1.14999997616
1498396860.0,1.10000002384
1498396920.0,1.04999995232
1498396980.0,1.0
1498397040.0,1.20000004768
1498397100.0,1.25
1498397160.0,1.14999997616
1498397220.0,1.20000004768
1498397280.0,1.04999995232
1498397340.0,1.39999997616
1498397400.0,1.29999995232
1498397460.0,1.14999997616
1498397520.0,1.25
1498397580.0,1.10000002384
1498397640.0,1.20000004768
1498397700.0,1.14999997616
1498397760.0,1.25
1498397820.0,1.14999997616
1498397880.0,1.14999997616
1498397940.0,1.14999997616
1498398000.0,1.20000004768
1498398060.0,1.04999995232
1498398120.0,1.39999997616
1498398180.0,1.20000004768
1498398240.0,0.899999976158
1498398300.0,1.25
1498398360.0,1.0
1498398420.0,1.35000002384
1498398480.0,1.14999997616
1498398540.0,0.949999988079
1498398600.0,1.14999997616
1498398660.0,1.04999995232
1498398720.0,1.25
1498398780.0,1.45000004768
1498398840.0,1.5
1498398900.0,1.35000002384
1498398960.0,1.20000004768
1498399020.0,1.10000002384
1498399080.0,1.04999995232
1498399140.0,0.850000023842
1498399200.0,1.0
1498399260.0,0.949999988079
1498399320.0,1.10000002384
1498399380.0,1.04999995232
1498399440.0,1.25
1498399500.0,1.10000002384
1498399560.0,1.20000004768
1498399620.0,1.10000002384
1498399680.0,1.29999995232
1498399740.0,1.25
1498399800.0,1.10000002384
