timestamp,value
1493023320.0,36.05
1493023380.0,34.56
1493023440.0,34.32
1493023500.0,32.45
1493023560.0,33.73
1493023620.0,32.46
1493023680.0,32.58
1493023740.0,32.58
1493023800.0,31.99
1493023860.0,31.24
1493023920.0,31.11
1493023980.0,30.61
1493024040.0,30.47
1493024100.0,30.32
1493024160.0,30.21
1493024220.0,29.69
1493024280.0,30.14
1493024340.0,30.06
1493024400.0,29.3
1493024460.0,29.88
1493024520.0,29.19
1493024580.0,29.22
1493024640.0,29.51
1493024700.0,30.0
1493024760.0,29.12
1493024820.0,29.48
1493024880.0,28.87
1493024940.0,29.43
1493025000.0,28.87
1493025060.0,30.13
1493025120.0,30.21
1493025180.0,30.2
1493025240.0,31.05
1493025300.0,31.52
1493025360.0,30.97
1493025420.0,31.35
1493025480.0,30.79
1493025540.0,31.22
1493025600.0,29.99
1493025660.0,30.31
1493025720.0,30.18
1493025780.0,31.28
1493025840.0,29.29
1493025900.0,29.78
1493025960.0,30.83
1493026020.0,30.51
1493026080.0,29.69
1493026140.0,30.23
1493026200.0,30.03
1493026260.0,30.03
1493026320.0,30.28
1493026380.0,29.89
1493026440.0,29.57
1493026500.0,29.27
1493026560.0,29.9
1493026620.0,29.42
1493026680.0,30.27
1493026740.0,28.43
1493026800.0,29.67
1493026860.0,28.73
1493026920.0,29.68
1493026980.0,30.5
1493027040.0,30.05
1493027100.0,30.1
1493027160.0,30.23
1493027220.0,29.79
1493027280.0,28.6
1493027340.0,29.64
1493027400.0,30.78
1493027460.0,30.39
1493027520.0,30.31
1493027580.0,30.44
1493027640.0,29.77
1493027700.0,29.84
1493027760.0,29.65
1493027820.0,29.77
1493027880.0,30.18
1493027940.0,30.5
1493028000.0,30.56
1493028060.0,30.03
1493028120.0,28.98
1493028180.0,30.12
1493028240.0,29.84
1493028300.0,29.81
1493028360.0,29.52
1493028420.0,30.3
1493028480.0,29.02
1493028540.0,29.59
1493028600.0,30.36
1493028660.0,30.32
1493028720.0,29.8
1493028780.0,29.88
1493028840.0,30.89
1493028900.0,30.95
1493028960.0,31.16
1493029020.0,30.77
1493029080.0,30.1
1493029140.0,29.89
1493029200.0,29.26
1493029260.0,29.85
1493029320.0,30.36
1493029380.0,29.82
1493029440.0,30.61
1493029500.0,30.03
1493029560.0,29.18
1493029620.0,29.72
1493029680.0,29.99
1493029740.0,30.47
1493029800.0,30.53
1493029860.0,30.46
1493029920.0,31.18
1493029980.0,30.31
1493030040.0,30.44
1493030100.0,30.78
1493030160.0,31.4
1493030220.0,29.31
1493030280.0,30.11
1493030340.0,30.06
1493030400.0,30.07
1493030460.0,30.22
1493030520.0,29.52
1493030580.0,29.42
1493030640.0,29.74
1493030700.0,29.19
1493030760.0,29.69
1493030820.0,31.23
1493030880.0,30.62
1493030940.0,31.43
1493031000.0,30.42
1493031060.0,30.1
1493031120.0,29.36
1493031180.0,30.06
1493031240.0,29.86
1493031300.0,29.91
1493031360.0,30.02
1493031420.0,29.38
1493031480.0,30.12
1493031540.0,29.78
1493031600.0,29.66
1493031660.0,29.7
1493031720.0,30.09
1493031780.0,30.41
1493031840.0,30.16
1493031900.0,30.97
1493031960.0,30.58
1493032020.0,30.64
1493032080.0,31.94
1493032140.0,29.96
1493032200.0,31.4
1493032260.0,31.32
1493032320.0,30.86
1493032380.0,30.03
1493032440.0,31.22
1493032500.0,31.65
1493032560.0,31.29
1493032620.0,31.51
1493032680.0,31.28
1493032740.0,30.75
1493032800.0,31.04
1493032860.0,31.7
1493032920.0,30.52
1493032980.0,32.06
1493033040.0,30.18
1493033100.0,31.51
1493033160.0,31.12
1493033220.0,31.36
1493033280.0,31.69
1493033340.0,31.12
1493033400.0,31.13
1493033460.0,32.29
1493033520.0,30.89
1493033580.0,32.28
1493033640.0,31.87
1493033700.0,31.87
1493033760.0,32.08
1493033820.0,31.54
1493033880.0,32.44
1493033940.0,31.69
1493034000.0,32.95
1493034060.0,31.97
1493034120.0,32.43
1493034180.0,31.61
1493034240.0,31.87
1493034300.0,31.82
1493034360.0,32.56
1493034420.0,31.22
1493034480.0,31.83
1493034540.0,30.07
1493034600.0,31.84
1493034660.0,30.91
1493034720.0,32.61
1493034780.0,32.17
1493034840.0,32.17
1493034900.0,32.65
1493034960.0,32.18
1493035020.0,32.41
1493035080.0,32.01
1493035140.0,31.22
1493035200.0,32.49
1493035260.0,30.81
1493035320.0,31.28
1493035380.0,31.96
1493035440.0,30.5
1493035500.0,31.22
1493035560.0,31.65
1493035620.0,31.87
1493035680.0,31.13
1493035740.0,31.0
1493035800.0,31.97
1493035860.0,31.89
1493035920.0,31.34
1493035980.0,33.1
1493036040.0,31.91
1493036100.0,33.09
1493036160.0,32.18
1493036220.0,32.58
1493036280.0,32.52
1493036340.0,33.07
1493036400.0,32.3
1493036460.0,33.22
1493036520.0,32.66
1493036580.0,31.29
1493036640.0,32.36
1493036700.0,31.85
1493036760.0,31.52
1493036820.0,33.3
1493036880.0,31.5
1493036940.0,33.01
