timestamp,value
1498782120.0,49.67
1498782180.0,51.19
1498782240.0,51.31
1498782300.0,51.46
1498782360.0,50.12
1498782420.0,50.05
1498782480.0,48.7
1498782540.0,51.15
1498782600.0,51.47
1498782660.0,60.01
1498782720.0,60.26
1498782780.0,60.42
1498782840.0,56.12
1498782900.0,51.23
1498782960.0,51.68
1498783020.0,51.63
1498783080.0,50.89
1498783140.0,52.44
1498783200.0,53.5
1498783260.0,51.97
1498783320.0,53.3
1498783380.0,54.01
1498783440.0,53.84
1498783500.0,52.91
1498783560.0,51.95
1498783620.0,54.09
1498783680.0,51.53
1498783740.0,52.54
1498783800.0,52.72
1498783860.0,53.13
1498783920.0,52.64
1498783980.0,50.76
1498784040.0,51.48
1498784100.0,51.04
1498784160.0,50.6
1498784220.0,50.4
1498784280.0,49.45
1498784340.0,48.87
1498784400.0,50.73
1498784460.0,55.21
1498784520.0,53.28
1498784580.0,53.92
1498784640.0,48.15
1498784700.0,47.24
1498784760.0,47.24
1498784820.0,56.85
1498784880.0,48.62
1498784940.0,48.41
1498785000.0,49.58
1498785060.0,47.9
1498785120.0,47.54
1498785180.0,48.79
1498785240.0,45.64
1498785300.0,47.89
1498785360.0,49.32
1498785420.0,50.1
1498785480.0,47.56
1498785540.0,45.84
1498785600.0,46.0
1498785660.0,44.96
1498785720.0,46.19
1498785780.0,47.0
1498785840.0,46.82
1498785900.0,46.2
1498785960.0,47.15
1498786020.0,46.55
1498786080.0,45.89
1498786140.0,44.29
1498786200.0,44.26
1498786260.0,51.78
1498786320.0,49.86
1498786380.0,49.64
1498786440.0,45.15
1498786500.0,43.96
1498786560.0,44.64
1498786620.0,43.42
1498786680.0,43.94
1498786740.0,43.21
1498786800.0,43.38
1498786860.0,42.88
1498786920.0,43.55
1498786980.0,42.48
1498787040.0,42.37
1498787100.0,42.4
1498787160.0,41.55
1498787220.0,41.55
1498787280.0,42.48
1498787340.0,42.3
1498787400.0,41.94
1498787460.0,39.94
1498787520.0,40.57
1498787580.0,40.02
1498787640.0,38.57
1498787700.0,40.98
1498787760.0,41.1
1498787820.0,41.2
1498787880.0,40.59
1498787940.0,40.62
1498788000.0,39.71
1498788060.0,39.14
1498788120.0,39.45
1498788180.0,39.84
1498788240.0,37.41
1498788300.0,37.28
1498788360.0,36.7
1498788420.0,39.47
1498788480.0,36.84
1498788540.0,36.58
1498788600.0,36.61
1498788660.0,38.74
1498788720.0,39.16
1498788780.0,39.02
1498788840.0,39.02
1498788900.0,38.99
1498788960.0,38.72
1498789020.0,37.47
1498789080.0,38.16
1498789140.0,36.95
1498789200.0,37.76
1498789260.0,38.92
1498789320.0,39.0
1498789380.0,37.94
1498789440.0,39.37
1498789500.0,36.81
1498789560.0,36.42
1498789620.0,37.24
1498789680.0,36.42
1498789740.0,37.42
1498789800.0,38.3
1498789860.0,39.51
1498789920.0,39.06
