timestamp,value
1498218180.0,28.24
1498218240.0,28.17
1498218300.0,27.65
1498218360.0,27.78
1498218420.0,28.1
1498218480.0,27.36
1498218540.0,27.22
1498218600.0,27.83
1498218660.0,28.44
1498218720.0,27.47
1498218780.0,27.78
1498218840.0,28.05
1498218900.0,27.49
1498218960.0,27.68
1498219020.0,28.0
1498219080.0,28.0
1498219140.0,27.19
1498219200.0,26.68
1498219260.0,27.17
1498219320.0,26.92
1498219380.0,27.05
1498219440.0,27.05
1498219500.0,27.73
1498219560.0,26.87
1498219620.0,27.34
1498219680.0,27.81
1498219740.0,27.2
1498219800.0,26.78
1498219860.0,27.1
1498219920.0,27.53
1498219980.0,28.2
1498220040.0,28.35
1498220100.0,28.01
1498220160.0,28.09
1498220220.0,27.7
1498220280.0,27.58
1498220340.0,27.73
1498220400.0,27.69
1498220460.0,27.82
1498220520.0,27.82
1498220580.0,28.2
1498220640.0,28.06
1498220700.0,27.71
1498220760.0,27.99
1498220820.0,28.34
1498220880.0,27.71
1498220940.0,28.56
1498221000.0,28.06
1498221060.0,27.88
1498221120.0,28.04
1498221180.0,28.52
1498221240.0,28.51
1498221300.0,27.82
1498221360.0,27.79
1498221420.0,27.48
1498221480.0,28.17
1498221540.0,27.37
1498221600.0,27.37
1498221660.0,27.74
1498221720.0,27.79
1498221780.0,28.05
1498221840.0,28.19
1498221900.0,27.54
1498221960.0,27.36
1498222020.0,27.77
1498222080.0,27.7
1498222140.0,27.46
1498222200.0,27.67
1498222260.0,27.46
1498222320.0,27.46
1498222380.0,27.99
1498222440.0,27.93
1498222500.0,27.6
1498222560.0,28.44
1498222620.0,28.24
1498222680.0,27.61
1498222740.0,27.46
1498222800.0,27.4
1498222860.0,27.85
1498222920.0,27.29
1498222980.0,27.49
1498223040.0,27.11
1498223100.0,26.78
1498223160.0,27.16
1498223220.0,27.81
1498223280.0,27.48
1498223340.0,26.89
1498223400.0,28.04
1498223460.0,28.25
1498223520.0,27.96
1498223580.0,27.69
1498223640.0,28.27
1498223700.0,27.65
1498223760.0,28.31
1498223820.0,28.24
1498223880.0,28.02
1498223940.0,27.94
1498224000.0,28.17
1498224060.0,28.17
1498224120.0,28.15
1498224180.0,27.9
1498224240.0,28.54
1498224300.0,28.41
1498224360.0,28.02
1498224420.0,28.55
1498224480.0,28.55
1498224540.0,27.87
1498224600.0,27.93
1498224660.0,28.3
1498224720.0,28.73
1498224780.0,28.83
1498224840.0,28.24
1498224900.0,27.15
1498224960.0,27.11
1498225020.0,27.11
1498225080.0,27.5
1498225140.0,27.38
1498225200.0,28.09
1498225260.0,27.83
1498225320.0,27.83
1498225380.0,27.83
1498225440.0,28.06
1498225500.0,27.23
1498225560.0,27.9
1498225620.0,27.66
1498225680.0,27.86
1498225740.0,28.05
1498225800.0,27.33
