timestamp,value
1493467800.0,32.08
1493467860.0,31.49
1493467920.0,31.7
1493467980.0,29.49
1493468040.0,32.25
1493468100.0,30.91
1493468160.0,29.19
1493468220.0,29.34
1493468280.0,31.42
1493468340.0,29.27
1493468400.0,29.6
1493468460.0,29.04
1493468520.0,31.42
1493468580.0,29.34
1493468640.0,29.95
1493468700.0,30.61
1493468760.0,30.63
1493468820.0,29.97
1493468880.0,32.09
1493468940.0,32.25
1493469000.0,30.12
1493469060.0,30.69
1493469120.0,31.5
1493469180.0,30.76
1493469240.0,29.09
1493469300.0,31.65
1493469360.0,30.25
1493469420.0,30.58
1493469480.0,30.51
1493469540.0,32.34
1493469600.0,30.27
1493469660.0,30.27
1493469720.0,31.57
1493469780.0,29.53
1493469840.0,29.92
1493469900.0,31.24
1493469960.0,31.19
1493470020.0,29.71
1493470080.0,31.91
1493470140.0,31.89
1493470200.0,30.57
1493470260.0,32.23
1493470320.0,30.59
1493470380.0,31.55
1493470440.0,30.24
1493470500.0,33.41
1493470560.0,30.7
1493470620.0,31.89
1493470680.0,30.74
1493470740.0,32.27
1493470800.0,30.29
1493470860.0,30.62
1493470920.0,31.75
1493470980.0,31.58
1493471040.0,30.77
1493471100.0,32.0
1493471160.0,31.06
1493471220.0,30.23
1493471280.0,30.7
1493471340.0,30.39
1493471400.0,30.81
1493471460.0,32.27
1493471520.0,30.26
1493471580.0,30.42
1493471640.0,30.65
1493471700.0,32.28
1493471760.0,31.17
1493471820.0,31.49
1493471880.0,31.57
1493471940.0,31.71
1493472000.0,32.12
1493472060.0,32.0
1493472120.0,32.43
1493472180.0,31.15
1493472240.0,32.22
1493472300.0,31.27
1493472360.0,30.95
1493472420.0,33.14
1493472480.0,31.43
1493472540.0,30.55
1493472600.0,32.45
1493472660.0,29.58
1493472720.0,30.29
1493472780.0,30.25
1493472840.0,29.08
1493472900.0,31.86
1493472960.0,30.52
1493473020.0,31.16
1493473080.0,29.89
1493473140.0,31.79
1493473200.0,31.27
1493473260.0,30.04
1493473320.0,32.5
1493473380.0,30.21
1493473440.0,32.24
1493473500.0,31.28
1493473560.0,31.85
1493473620.0,30.99
1493473680.0,32.68
1493473740.0,30.87
1493473800.0,33.23
1493473860.0,33.2
1493473920.0,31.18
1493473980.0,33.33
1493474040.0,32.1
1493474100.0,31.25
1493474160.0,32.51
1493474220.0,31.37
1493474280.0,31.31
1493474340.0,31.21
1493474400.0,32.2
1493474460.0,31.49
1493474520.0,30.98
1493474580.0,33.35
1493474640.0,31.12
1493474700.0,32.1
1493474760.0,31.66
1493474820.0,31.96
1493474880.0,33.95
1493474940.0,32.55
1493475000.0,31.5
1493475060.0,30.51
1493475120.0,31.75
1493475180.0,30.31
1493475240.0,32.43
1493475300.0,31.11
1493475360.0,33.14
1493475420.0,31.94
1493475480.0,32.83
1493475540.0,31.4
1493475600.0,32.68
1493475660.0,31.74
1493475720.0,30.09
1493475780.0,33.12
1493475840.0,30.53
1493475900.0,31.2
1493475960.0,31.52
1493476020.0,31.71
1493476080.0,31.79
1493476140.0,32.65
1493476200.0,31.2
1493476260.0,31.74
1493476320.0,32.08
1493476380.0,31.93
1493476440.0,31.45
1493476500.0,32.13
1493476560.0,31.82
1493476620.0,30.71
1493476680.0,33.12
1493476740.0,31.62
1493476800.0,31.25
1493476860.0,31.68
1493476920.0,31.46
1493476980.0,32.09
1493477040.0,30.59
1493477100.0,32.06
1493477160.0,31.54
1493477220.0,31.06
1493477280.0,32.87
1493477340.0,31.55
1493477400.0,32.32
1493477460.0,31.36
1493477520.0,32.55
1493477580.0,30.66
