timestamp,value
1496296080.0,37.17
1496296140.0,36.04
1496296200.0,35.95
1496296260.0,36.15
1496296320.0,34.23
1496296380.0,33.66
1496296440.0,32.41
1496296500.0,33.79
1496296560.0,30.73
1496296620.0,30.75
1496296680.0,30.37
1496296740.0,30.94
1496296800.0,30.76
1496296860.0,31.22
1496296920.0,30.33
1496296980.0,30.12
1496297040.0,29.84
1496297100.0,30.68
1496297160.0,30.75
1496297220.0,30.09
1496297280.0,31.46
1496297340.0,31.28
1496297400.0,31.28
1496297460.0,31.9
1496297520.0,31.55
1496297580.0,29.61
1496297640.0,29.61
1496297700.0,32.27
1496297760.0,32.3
1496297820.0,30.66
1496297880.0,32.83
1496297940.0,32.77
1496298000.0,32.93
1496298060.0,31.69
1496298120.0,32.63
1496298180.0,33.67
1496298240.0,32.2
1496298300.0,32.69
1496298360.0,33.22
1496298420.0,32.18
1496298480.0,32.15
1496298540.0,32.33
1496298600.0,30.71
1496298660.0,31.19
1496298720.0,30.74
1496298780.0,32.09
1496298840.0,31.68
1496298900.0,31.85
1496298960.0,31.03
1496299020.0,30.59
1496299080.0,31.07
1496299140.0,30.7
1496299200.0,31.91
1496299260.0,32.24
1496299320.0,31.36
1496299380.0,31.38
1496299440.0,31.34
1496299500.0,32.14
1496299560.0,31.59
1496299620.0,31.95
1496299680.0,31.49
1496299740.0,32.14
1496299800.0,32.98
1496299860.0,31.34
1496299920.0,32.53
1496299980.0,32.28
1496300040.0,31.09
1496300100.0,31.84
1496300160.0,31.59
1496300220.0,30.46
1496300280.0,30.23
1496300340.0,29.9
1496300400.0,30.01
1496300460.0,30.1
1496300520.0,29.26
1496300580.0,29.45
1496300640.0,28.81
1496300700.0,28.83
1496300760.0,29.24
1496300820.0,28.97
1496300880.0,29.32
1496300940.0,29.41
1496301000.0,29.64
1496301060.0,30.89
1496301120.0,31.87
1496301180.0,32.74
1496301240.0,32.74
1496301300.0,33.35
1496301360.0,33.35
1496301420.0,33.25
1496301480.0,32.04
1496301540.0,33.14
1496301600.0,32.0
1496301660.0,32.23
1496301720.0,33.42
1496301780.0,31.8
1496301840.0,31.67
1496301900.0,33.7
1496301960.0,32.24
1496302020.0,30.7
1496302080.0,31.12
1496302140.0,32.31
1496302200.0,32.9
1496302260.0,32.88
1496302320.0,33.48
1496302380.0,32.97
1496302440.0,32.56
1496302500.0,32.56
1496302560.0,31.71
1496302620.0,30.83
1496302680.0,32.23
1496302740.0,30.73
1496302800.0,31.9
1496302860.0,32.11
1496302920.0,31.75
1496302980.0,30.4
1496303040.0,31.51
1496303100.0,31.4
1496303160.0,32.61
1496303220.0,31.45
1496303280.0,32.5
1496303340.0,33.47
1496303400.0,32.58
1496303460.0,32.37
1496303520.0,31.03
1496303580.0,31.28
1496303640.0,30.91
1496303700.0,30.32
1496303760.0,32.63
1496303820.0,32.39
1496303880.0,31.4
1496303940.0,31.16
1496304000.0,30.31
1496304060.0,29.14
1496304120.0,28.79
1496304180.0,28.5
1496304240.0,28.32
1496304300.0,27.99
1496304360.0,29.02
1496304420.0,32.08
1496304480.0,31.49
1496304540.0,33.02
1496304600.0,32.57
1496304660.0,32.02
1496304720.0,32.41
1496304780.0,32.24
1496304840.0,32.53
1496304900.0,32.73
1496304960.0,32.41
1496305020.0,31.71
1496305080.0,32.01
1496305140.0,31.92
1496305200.0,33.7
1496305260.0,32.25
1496305320.0,32.21
1496305380.0,32.77
1496305440.0,32.03
1496305500.0,30.34
1496305560.0,31.38
1496305620.0,32.06
1496305680.0,30.61
1496305740.0,31.55
1496305800.0,31.65
1496305860.0,32.88
1496305920.0,33.07
1496305980.0,32.92
1496306040.0,32.2
1496306100.0,31.91
1496306160.0,31.72
1496306220.0,32.51
1496306280.0,32.01
1496306340.0,33.1
1496306400.0,31.6
1496306460.0,32.17
1496306520.0,33.14
1496306580.0,31.56
1496306640.0,31.58
1496306700.0,31.52
1496306760.0,31.88
1496306820.0,30.22
1496306880.0,31.84
1496306940.0,31.95
1496307000.0,33.12
1496307060.0,34.16
1496307120.0,33.78
1496307180.0,32.48
1496307240.0,32.37
1496307300.0,32.8
1496307360.0,31.47
1496307420.0,32.04
1496307480.0,31.31
1496307540.0,31.55
1496307600.0,31.11
1496307660.0,31.23
1496307720.0,31.6
1496307780.0,32.4
1496307840.0,32.51
1496307900.0,30.85
1496307960.0,31.47
1496308020.0,31.78
1496308080.0,31.25
1496308140.0,30.95
1496308200.0,32.12
1496308260.0,32.15
1496308320.0,30.08
1496308380.0,30.44
1496308440.0,30.46
1496308500.0,30.64
1496308560.0,30.71
1496308620.0,30.03
1496308680.0,29.8
1496308740.0,30.51
1496308800.0,30.59
1496308860.0,30.01
1496308920.0,30.55
1496308980.0,29.72
1496309040.0,30.34
1496309100.0,30.03
1496309160.0,31.37
1496309220.0,31.99
1496309280.0,32.19
1496309340.0,31.68
1496309400.0,31.92
1496309460.0,32.15
1496309520.0,32.06
1496309580.0,31.98
1496309640.0,32.57
1496309700.0,32.03
1496309760.0,30.77
1496309820.0,30.92
1496309880.0,31.82
1496309940.0,31.46
1496310000.0,30.18
1496310060.0,31.31
1496310120.0,30.73
1496310180.0,31.8
1496310240.0,32.17
1496310300.0,33.25
1496310360.0,31.53
1496310420.0,31.81
1496310480.0,31.81
1496310540.0,33.29
1496310600.0,32.88
1496310660.0,33.2
1496310720.0,32.52
1496310780.0,32.52
1496310840.0,30.6
1496310900.0,32.32
1496310960.0,33.45
1496311020.0,31.76
1496311080.0,31.21
1496311140.0,31.71
1496311200.0,31.72
1496311260.0,30.84
1496311320.0,31.14
1496311380.0,31.07
1496311440.0,31.38
1496311500.0,29.82
1496311560.0,32.03
1496311620.0,31.42
1496311680.0,30.08
1496311740.0,32.07
1496311800.0,32.45
1496311860.0,33.39
1496311920.0,33.24
1496311980.0,33.36
1496312040.0,32.24
1496312100.0,34.23
1496312160.0,32.81
1496312220.0,34.45
1496312280.0,32.58
1496312340.0,32.85
1496312400.0,32.81
